date,tactic,state,campaign,impression,clicks,spend,attributed revenue,channel
2025-07-11,Prospecting,CA,Facebook - Prospecting - C09,145357,1706,1172.24,2890.58,Facebook
2025-07-12,Prospecting,CA,Facebook - Prospecting - C09,156567,1774,1262.21,3130.64,Facebook
2025-07-13,Prospecting,CA,Facebook - Prospecting - C09,169201,1976,2130.98,4656.54,Facebook
2025-07-14,Prospecting,CA,Facebook - Prospecting - C09,104430,1265,1309.34,2925.99,Facebook
2025-07-15,Prospecting,CA,Facebook - Prospecting - C09,142164,1861,1627.65,3387.26,Facebook
2025-07-16,Prospecting,CA,Facebook - Prospecting - C09,184039,2097,1916.97,5020.5,Facebook
2025-07-17,Prospecting,CA,Facebook - Prospecting - C09,192455,2299,1954.02,4363.54,Facebook
2025-07-18,Prospecting,CA,Facebook - Prospecting - C09,97283,1196,875.71,2293.46,Facebook
2025-07-19,Prospecting,CA,Facebook - Prospecting - C09,294134,3394,2449.55,6244.72,Facebook
2025-07-20,Prospecting,CA,Facebook - Prospecting - C09,152325,1668,1287.97,3103.25,Facebook
2025-07-21,Prospecting,CA,Facebook - Prospecting - C09,117980,1556,1311.17,2850.7,Facebook
2025-07-22,Prospecting,CA,Facebook - Prospecting - C09,237149,2748,1586.34,3269.59,Facebook
2025-07-23,Prospecting,CA,Facebook - Prospecting - C09,242472,2863,1913.07,4215.84,Facebook
2025-07-24,Prospecting,CA,Facebook - Prospecting - C09,130464,1524,981.15,2210.14,Facebook
2025-07-25,Prospecting,CA,Facebook - Prospecting - C09,230977,3002,1644.9,4628.29,Facebook
2025-07-26,Prospecting,CA,Facebook - Prospecting - C09,109417,1294,1103.5,2936.89,Facebook
2025-07-27,Prospecting,CA,Facebook - Prospecting - C09,196311,2309,1875.66,4734.71,Facebook
2025-07-28,Prospecting,CA,Facebook - Prospecting - C09,221424,2855,2290.09,6156.43,Facebook
2025-07-29,Prospecting,CA,Facebook - Prospecting - C09,199566,2173,2366.52,6261.16,Facebook
2025-07-30,Prospecting,CA,Facebook - Prospecting - C09,128876,1690,1261.21,2825.21,Facebook
2025-07-31,Prospecting,CA,Facebook - Prospecting - C09,84825,1002,534.08,1394.66,Facebook
2025-08-01,Prospecting,CA,Facebook - Prospecting - C09,241950,3095,2800.47,5863.87,Facebook
2025-08-02,Prospecting,CA,Facebook - Prospecting - C09,199295,2240,1409.45,3084.39,Facebook
2025-08-03,Prospecting,CA,Facebook - Prospecting - C09,231373,2844,2240.44,5104.57,Facebook
2025-08-04,Prospecting,CA,Facebook - Prospecting - C09,144233,1774,1690.14,3542.19,Facebook
2025-08-05,Prospecting,CA,Facebook - Prospecting - C09,161661,2015,1439.26,3205.01,Facebook
2025-08-06,Prospecting,CA,Facebook - Prospecting - C09,104373,1311,978.4,2516.41,Facebook
2025-08-07,Prospecting,CA,Facebook - Prospecting - C09,221674,2885,2319.32,5865.48,Facebook
2025-08-08,Prospecting,CA,Facebook - Prospecting - C09,289401,3150,2159.49,5268.95,Facebook
2025-08-09,Prospecting,CA,Facebook - Prospecting - C09,209339,2402,2297.53,6351.88,Facebook
2025-08-10,Prospecting,CA,Facebook - Prospecting - C09,290959,3671,1821.23,3894.57,Facebook
2025-08-11,Prospecting,CA,Facebook - Prospecting - C09,133956,1450,1741.07,4618.33,Facebook
2025-08-12,Prospecting,CA,Facebook - Prospecting - C09,71287,802,622.96,1271.64,Facebook
2025-08-13,Prospecting,CA,Facebook - Prospecting - C09,102768,1201,1023.92,2701.06,Facebook
2025-08-14,Prospecting,CA,Facebook - Prospecting - C09,109758,1354,1475.23,3747.25,Facebook
2025-08-15,Prospecting,CA,Facebook - Prospecting - C09,140793,1670,2127.6,5528.92,Facebook
2025-08-16,Prospecting,CA,Facebook - Prospecting - C09,135984,1731,987.77,2706.04,Facebook
2025-08-17,Prospecting,CA,Facebook - Prospecting - C09,172165,2003,2200.94,5837.86,Facebook
2025-08-18,Prospecting,CA,Facebook - Prospecting - C09,119236,1511,1787.98,4156.71,Facebook
2025-08-19,Prospecting,CA,Facebook - Prospecting - C09,117354,1289,1014.27,2760.69,Facebook
2025-08-20,Prospecting,CA,Facebook - Prospecting - C09,102662,1271,666.42,1744.17,Facebook
2025-08-21,Prospecting,CA,Facebook - Prospecting - C09,197244,2219,1582.88,3741.97,Facebook
2025-08-22,Prospecting,CA,Facebook - Prospecting - C09,119898,1502,1114.33,2980.69,Facebook
2025-08-23,Prospecting,CA,Facebook - Prospecting - C09,107202,1366,957.0,2649.73,Facebook
2025-08-24,Prospecting,CA,Facebook - Prospecting - C09,96976,1162,1076.9,2277.54,Facebook
2025-08-25,Prospecting,CA,Facebook - Prospecting - C09,104804,1301,1127.93,2651.09,Facebook
2025-08-26,Prospecting,CA,Facebook - Prospecting - C09,142423,1636,1742.75,3573.55,Facebook
2025-08-27,Prospecting,CA,Facebook - Prospecting - C09,141332,1654,1332.36,3093.02,Facebook
2025-08-28,Prospecting,CA,Facebook - Prospecting - C09,118737,1379,1174.79,2699.42,Facebook
2025-08-29,Prospecting,CA,Facebook - Prospecting - C09,107935,1167,845.03,1953.15,Facebook
2025-08-30,Prospecting,CA,Facebook - Prospecting - C09,151864,1641,1409.14,2868.73,Facebook
2025-08-31,Prospecting,CA,Facebook - Prospecting - C09,89136,963,1057.68,2866.3,Facebook
2025-09-01,Prospecting,CA,Facebook - Prospecting - C09,171875,1933,1861.76,4283.44,Facebook
2025-09-02,Prospecting,CA,Facebook - Prospecting - C09,112887,1419,1349.32,3267.96,Facebook
2025-09-03,Prospecting,CA,Facebook - Prospecting - C09,264130,2917,2630.23,5646.42,Facebook
2025-09-04,Prospecting,CA,Facebook - Prospecting - C09,122081,1426,1452.89,3625.46,Facebook
2025-09-05,Prospecting,CA,Facebook - Prospecting - C09,106614,1364,770.84,1594.85,Facebook
2025-09-06,Prospecting,CA,Facebook - Prospecting - C09,243257,2696,3225.37,6992.73,Facebook
2025-09-07,Prospecting,CA,Facebook - Prospecting - C09,208227,2319,2029.95,5201.78,Facebook
2025-09-08,Prospecting,CA,Facebook - Prospecting - C09,112919,1484,845.69,1757.7,Facebook
2025-09-09,Prospecting,CA,Facebook - Prospecting - C09,256181,2958,3527.76,7449.8,Facebook
2025-09-10,Prospecting,CA,Facebook - Prospecting - C09,166710,1955,1304.34,3676.41,Facebook
2025-09-11,Prospecting,CA,Facebook - Prospecting - C09,162754,1923,1068.3,2636.6,Facebook
2025-09-12,Prospecting,CA,Facebook - Prospecting - C09,194197,2301,1310.13,3095.03,Facebook
2025-05-16,Prospecting,CA,Facebook - ASC - C10,107346,1323,1439.2,3583.48,Facebook
2025-05-17,Prospecting,CA,Facebook - ASC - C10,170898,2062,1703.57,3766.35,Facebook
2025-05-18,Prospecting,CA,Facebook - ASC - C10,150334,1665,1376.87,3234.12,Facebook
2025-05-19,Prospecting,CA,Facebook - ASC - C10,177628,2283,2090.79,5791.9,Facebook
2025-05-20,Prospecting,CA,Facebook - ASC - C10,166459,1845,1879.53,4580.58,Facebook
2025-05-21,Prospecting,CA,Facebook - ASC - C10,91486,1191,1100.56,3012.27,Facebook
2025-05-22,Prospecting,CA,Facebook - ASC - C10,157426,1931,1315.55,3227.33,Facebook
2025-05-23,Prospecting,CA,Facebook - ASC - C10,191790,2489,2061.7,5405.31,Facebook
2025-05-24,Prospecting,CA,Facebook - ASC - C10,209335,2707,1826.17,4719.36,Facebook
2025-05-25,Prospecting,CA,Facebook - ASC - C10,151206,1898,1836.96,4279.0,Facebook
2025-05-26,Prospecting,CA,Facebook - ASC - C10,113353,1319,1123.06,2665.82,Facebook
2025-05-27,Prospecting,CA,Facebook - ASC - C10,200164,2242,1478.29,3637.72,Facebook
2025-05-28,Prospecting,CA,Facebook - ASC - C10,204425,2658,1768.5,4180.09,Facebook
2025-05-29,Prospecting,CA,Facebook - ASC - C10,108543,1306,1141.76,2918.33,Facebook
2025-05-30,Prospecting,CA,Facebook - ASC - C10,231091,2635,2828.18,6744.19,Facebook
2025-05-31,Prospecting,CA,Facebook - ASC - C10,304431,3916,2462.59,5507.23,Facebook
2025-06-01,Prospecting,CA,Facebook - ASC - C10,161405,1780,1727.88,4316.73,Facebook
2025-06-02,Prospecting,CA,Facebook - ASC - C10,279893,3435,2253.38,4967.82,Facebook
2025-06-03,Prospecting,CA,Facebook - ASC - C10,148707,1712,1883.57,4584.65,Facebook
2025-06-04,Prospecting,CA,Facebook - ASC - C10,216804,2473,2387.3,6428.36,Facebook
2025-06-05,Prospecting,CA,Facebook - ASC - C10,178113,2197,2588.68,7144.4,Facebook
2025-06-06,Prospecting,CA,Facebook - ASC - C10,234910,2676,3168.17,8487.64,Facebook
2025-06-07,Prospecting,CA,Facebook - ASC - C10,152612,1713,1115.91,2757.24,Facebook
2025-06-08,Prospecting,CA,Facebook - ASC - C10,310551,4052,2256.16,5054.56,Facebook
2025-06-09,Prospecting,CA,Facebook - ASC - C10,299761,3366,2545.66,6438.27,Facebook
2025-06-10,Prospecting,CA,Facebook - ASC - C10,198925,2389,1455.34,3561.72,Facebook
2025-06-11,Prospecting,CA,Facebook - ASC - C10,131533,1555,1162.37,2906.67,Facebook
2025-06-12,Prospecting,CA,Facebook - ASC - C10,115084,1370,920.84,1915.7,Facebook
2025-06-13,Prospecting,CA,Facebook - ASC - C10,179772,2259,2718.67,6386.99,Facebook
2025-06-14,Prospecting,CA,Facebook - ASC - C10,171416,2186,1612.59,4175.94,Facebook
2025-06-15,Prospecting,CA,Facebook - ASC - C10,177841,1977,1097.22,2320.7,Facebook
2025-06-16,Prospecting,CA,Facebook - ASC - C10,145519,1787,2002.65,4167.56,Facebook
2025-06-17,Prospecting,CA,Facebook - ASC - C10,182203,2035,1864.82,5275.95,Facebook
2025-06-18,Prospecting,CA,Facebook - ASC - C10,205628,2544,1983.02,5322.19,Facebook
2025-06-19,Prospecting,CA,Facebook - ASC - C10,225275,2552,2768.27,7232.4,Facebook
2025-06-20,Prospecting,CA,Facebook - ASC - C10,87317,1091,1154.6,2623.49,Facebook
2025-06-21,Prospecting,CA,Facebook - ASC - C10,105156,1344,1107.33,2895.2,Facebook
2025-06-22,Prospecting,CA,Facebook - ASC - C10,142145,1822,1215.7,3272.98,Facebook
2025-06-23,Prospecting,CA,Facebook - ASC - C10,228687,2776,2048.12,4883.33,Facebook
2025-06-24,Prospecting,CA,Facebook - ASC - C10,192143,2104,2368.23,5622.01,Facebook
2025-06-25,Prospecting,CA,Facebook - ASC - C10,119146,1422,1293.05,3313.23,Facebook
2025-06-26,Prospecting,CA,Facebook - ASC - C10,125326,1557,1382.85,2853.04,Facebook
2025-06-27,Prospecting,CA,Facebook - ASC - C10,72372,940,978.07,2415.03,Facebook
2025-06-28,Prospecting,CA,Facebook - ASC - C10,167511,2090,1523.38,3225.89,Facebook
2025-06-29,Prospecting,CA,Facebook - ASC - C10,216761,2664,2214.55,5328.55,Facebook
2025-06-30,Prospecting,CA,Facebook - ASC - C10,180783,2173,2365.49,5435.71,Facebook
2025-07-01,Prospecting,CA,Facebook - ASC - C10,84419,955,1163.45,3261.77,Facebook
2025-07-02,Prospecting,CA,Facebook - ASC - C10,133619,1565,785.05,1770.17,Facebook
2025-07-03,Prospecting,CA,Facebook - ASC - C10,328443,3651,3629.37,7506.41,Facebook
2025-07-04,Prospecting,CA,Facebook - ASC - C10,245739,2967,2589.83,6398.44,Facebook
2025-07-05,Prospecting,CA,Facebook - ASC - C10,158547,2022,1308.26,3218.53,Facebook
2025-07-06,Prospecting,CA,Facebook - ASC - C10,268227,3189,3869.54,9192.94,Facebook
2025-07-07,Prospecting,CA,Facebook - ASC - C10,138648,1574,1577.72,3679.12,Facebook
2025-07-08,Prospecting,CA,Facebook - ASC - C10,199256,2524,1850.41,4850.48,Facebook
2025-07-09,Prospecting,CA,Facebook - ASC - C10,335694,4298,2486.53,6140.52,Facebook
2025-07-10,Prospecting,CA,Facebook - ASC - C10,178404,2122,1314.04,2752.74,Facebook
2025-07-11,Prospecting,CA,Facebook - ASC - C10,190577,2427,1176.75,2597.94,Facebook
2025-07-12,Prospecting,CA,Facebook - ASC - C10,198648,2584,1574.15,3472.59,Facebook
2025-07-13,Prospecting,CA,Facebook - ASC - C10,110523,1248,1474.16,3665.81,Facebook
2025-07-14,Prospecting,CA,Facebook - ASC - C10,126658,1388,1430.15,3713.53,Facebook
2025-07-15,Prospecting,CA,Facebook - ASC - C10,123004,1495,887.54,2194.01,Facebook
2025-07-16,Prospecting,CA,Facebook - ASC - C10,104590,1326,1251.22,2681.21,Facebook
2025-07-17,Prospecting,CA,Facebook - ASC - C10,150415,1917,963.51,2613.69,Facebook
2025-07-18,Prospecting,CA,Facebook - ASC - C10,98141,1101,799.11,1908.15,Facebook
2025-07-19,Prospecting,CA,Facebook - ASC - C10,110659,1415,650.95,1680.9,Facebook
2025-07-20,Prospecting,CA,Facebook - ASC - C10,181401,2188,1471.49,4083.28,Facebook
2025-07-21,Prospecting,CA,Facebook - ASC - C10,182482,2393,1395.13,3665.79,Facebook
2025-07-22,Prospecting,CA,Facebook - ASC - C10,223838,2575,2858.95,6860.02,Facebook
2025-07-23,Prospecting,CA,Facebook - ASC - C10,296857,3779,3934.75,9502.77,Facebook
2025-07-24,Prospecting,CA,Facebook - ASC - C10,122749,1542,1085.73,2155.85,Facebook
2025-07-25,Prospecting,CA,Facebook - ASC - C10,126126,1535,965.69,2400.26,Facebook
2025-07-26,Prospecting,CA,Facebook - ASC - C10,79240,959,651.04,1657.14,Facebook
2025-07-27,Prospecting,CA,Facebook - ASC - C10,108324,1269,1114.93,2410.27,Facebook
2025-07-28,Prospecting,CA,Facebook - ASC - C10,109331,1183,732.17,1895.56,Facebook
2025-07-29,Prospecting,CA,Facebook - ASC - C10,138364,1509,1598.25,3428.89,Facebook
2025-07-30,Prospecting,CA,Facebook - ASC - C10,149653,1679,1328.73,2820.49,Facebook
2025-07-31,Prospecting,CA,Facebook - ASC - C10,120150,1417,1410.82,3137.91,Facebook
2025-08-01,Prospecting,CA,Facebook - ASC - C10,199949,2175,1604.78,4048.19,Facebook
2025-08-02,Prospecting,CA,Facebook - ASC - C10,212277,2325,2541.48,6197.48,Facebook
2025-08-03,Prospecting,CA,Facebook - ASC - C10,118000,1427,1056.9,2861.43,Facebook
2025-08-04,Prospecting,CA,Facebook - ASC - C10,106691,1360,1163.53,2683.63,Facebook
2025-08-05,Prospecting,CA,Facebook - ASC - C10,372956,4065,2579.86,5911.5,Facebook
2025-08-06,Prospecting,CA,Facebook - ASC - C10,287238,3302,2052.68,4741.57,Facebook
2025-08-07,Prospecting,CA,Facebook - ASC - C10,158332,1870,1938.81,4649.37,Facebook
2025-08-08,Prospecting,CA,Facebook - ASC - C10,235298,2774,2169.16,4781.13,Facebook
2025-08-09,Prospecting,CA,Facebook - ASC - C10,298890,3465,2635.34,6744.04,Facebook
2025-08-10,Prospecting,CA,Facebook - ASC - C10,182777,1993,2163.5,5303.08,Facebook
2025-08-11,Prospecting,CA,Facebook - ASC - C10,137635,1600,1086.06,2353.86,Facebook
2025-08-12,Prospecting,CA,Facebook - ASC - C10,140021,1717,1129.89,2534.41,Facebook
2025-08-13,Prospecting,CA,Facebook - ASC - C10,135575,1571,1039.13,2192.54,Facebook
2025-08-14,Prospecting,CA,Facebook - ASC - C10,172471,2235,1441.68,3314.29,Facebook
2025-08-15,Prospecting,CA,Facebook - ASC - C10,162713,1828,1064.54,2727.15,Facebook
2025-08-16,Prospecting,CA,Facebook - ASC - C10,197413,2240,2257.68,5857.69,Facebook
2025-08-17,Prospecting,CA,Facebook - ASC - C10,181902,1966,2296.24,5542.12,Facebook
2025-08-18,Prospecting,CA,Facebook - ASC - C10,139603,1569,1140.44,2434.12,Facebook
2025-08-19,Prospecting,CA,Facebook - ASC - C10,159958,1860,1264.29,2822.9,Facebook
2025-08-20,Prospecting,CA,Facebook - ASC - C10,167635,2152,1985.84,4363.39,Facebook
2025-08-21,Prospecting,CA,Facebook - ASC - C10,208882,2702,2159.34,5355.36,Facebook
2025-08-22,Prospecting,CA,Facebook - ASC - C10,90226,1061,1174.48,3190.56,Facebook
2025-08-23,Prospecting,CA,Facebook - ASC - C10,156021,1931,1150.22,2768.34,Facebook
2025-08-24,Prospecting,CA,Facebook - ASC - C10,186987,2058,1595.14,4247.84,Facebook
2025-08-25,Prospecting,CA,Facebook - ASC - C10,53416,613,708.75,1913.45,Facebook
2025-08-26,Prospecting,CA,Facebook - ASC - C10,83594,1025,649.98,1642.21,Facebook
2025-08-27,Prospecting,CA,Facebook - ASC - C10,113843,1290,698.18,1797.4,Facebook
2025-08-28,Prospecting,CA,Facebook - ASC - C10,172568,2025,984.78,2028.16,Facebook
2025-08-29,Prospecting,CA,Facebook - ASC - C10,95260,1196,590.38,1181.25,Facebook
2025-08-30,Prospecting,CA,Facebook - ASC - C10,118293,1348,897.41,2305.01,Facebook
2025-08-31,Prospecting,CA,Facebook - ASC - C10,352152,4294,3037.87,7476.15,Facebook
2025-09-01,Prospecting,CA,Facebook - ASC - C10,218640,2382,2082.48,5400.56,Facebook
2025-09-02,Prospecting,CA,Facebook - ASC - C10,122117,1443,722.82,1957.27,Facebook
2025-09-03,Prospecting,CA,Facebook - ASC - C10,163572,1887,1344.06,3501.77,Facebook
2025-09-04,Prospecting,CA,Facebook - ASC - C10,228164,2805,1664.77,3760.46,Facebook
2025-09-05,Prospecting,CA,Facebook - ASC - C10,138625,1528,1736.77,3572.48,Facebook
2025-09-06,Prospecting,CA,Facebook - ASC - C10,131124,1540,976.98,2810.98,Facebook
2025-09-07,Prospecting,CA,Facebook - ASC - C10,213186,2421,2860.06,6934.68,Facebook
2025-09-08,Prospecting,CA,Facebook - ASC - C10,128014,1542,956.31,2503.28,Facebook
2025-09-09,Prospecting,CA,Facebook - ASC - C10,229377,2995,2477.56,6210.14,Facebook
2025-09-10,Prospecting,CA,Facebook - ASC - C10,219641,2565,2365.55,6093.0,Facebook
2025-09-11,Prospecting,CA,Facebook - ASC - C10,211054,2536,2349.1,5569.92,Facebook
2025-09-12,Prospecting,CA,Facebook - ASC - C10,198130,2148,1537.68,3933.74,Facebook
2025-05-16,Retargeting,CA,TikTok - Retargeting - C01,67236,1018,821.74,2232.18,TikTok
2025-05-17,Retargeting,CA,TikTok - Retargeting - C01,182920,3121,1447.52,5122.74,TikTok
2025-05-18,Retargeting,CA,TikTok - Retargeting - C01,277408,4345,2645.03,7723.98,TikTok
2025-05-19,Retargeting,CA,TikTok - Retargeting - C01,165423,2821,1758.43,6039.97,TikTok
2025-05-20,Retargeting,CA,TikTok - Retargeting - C01,137172,2048,1229.36,3437.64,TikTok
2025-05-21,Retargeting,CA,TikTok - Retargeting - C01,111160,1698,832.01,2912.44,TikTok
2025-05-22,Retargeting,CA,TikTok - Retargeting - C01,212094,3265,1585.38,5036.12,TikTok
2025-05-23,Retargeting,CA,TikTok - Retargeting - C01,83740,1214,664.23,1983.97,TikTok
2025-05-24,Retargeting,CA,TikTok - Retargeting - C01,120011,1954,1288.21,3649.96,TikTok
2025-05-25,Retargeting,CA,TikTok - Retargeting - C01,150769,2448,1075.89,3122.14,TikTok
2025-05-26,Retargeting,CA,TikTok - Retargeting - C01,139101,2352,720.51,2174.3,TikTok
2025-05-27,Retargeting,CA,TikTok - Retargeting - C01,140452,2264,636.54,1997.55,TikTok
2025-05-28,Retargeting,CA,TikTok - Retargeting - C01,199789,3170,1785.53,5819.59,TikTok
2025-05-29,Retargeting,CA,TikTok - Retargeting - C01,69640,1012,806.54,2086.11,TikTok
2025-05-30,Retargeting,CA,TikTok - Retargeting - C01,225798,3582,1178.52,2995.61,TikTok
2025-05-31,Retargeting,CA,TikTok - Retargeting - C01,106068,1835,756.51,2331.25,TikTok
2025-06-01,Retargeting,CA,TikTok - Retargeting - C01,203595,3520,1513.58,5097.56,TikTok
2025-06-02,Retargeting,CA,TikTok - Retargeting - C01,132674,2333,646.84,2085.55,TikTok
2025-06-03,Retargeting,CA,TikTok - Retargeting - C01,161747,2554,1771.0,4633.6,TikTok
2025-06-04,Retargeting,CA,TikTok - Retargeting - C01,186313,3183,1579.44,4051.2,TikTok
2025-06-05,Retargeting,CA,TikTok - Retargeting - C01,191670,3195,1426.79,3631.85,TikTok
2025-06-06,Retargeting,CA,TikTok - Retargeting - C01,165379,2447,1316.57,4378.71,TikTok
2025-06-07,Retargeting,CA,TikTok - Retargeting - C01,90676,1335,1105.49,3293.84,TikTok
2025-06-08,Retargeting,CA,TikTok - Retargeting - C01,206586,3608,946.9,2446.98,TikTok
2025-06-09,Retargeting,CA,TikTok - Retargeting - C01,87265,1341,896.14,2772.59,TikTok
2025-06-10,Retargeting,CA,TikTok - Retargeting - C01,133054,2092,1472.38,4726.07,TikTok
2025-06-11,Retargeting,CA,TikTok - Retargeting - C01,83969,1252,424.83,1353.5,TikTok
2025-06-12,Retargeting,CA,TikTok - Retargeting - C01,83644,1229,954.99,2944.96,TikTok
2025-06-13,Retargeting,CA,TikTok - Retargeting - C01,137784,2330,844.68,2272.56,TikTok
2025-06-14,Retargeting,CA,TikTok - Retargeting - C01,113773,1847,1379.54,4350.48,TikTok
2025-06-15,Retargeting,CA,TikTok - Retargeting - C01,122521,1897,761.48,2116.73,TikTok
2025-06-16,Retargeting,CA,TikTok - Retargeting - C01,195362,3164,838.85,2661.18,TikTok
2025-06-17,Retargeting,CA,TikTok - Retargeting - C01,108129,1743,620.27,1548.42,TikTok
2025-06-18,Retargeting,CA,TikTok - Retargeting - C01,68970,1078,391.35,1211.85,TikTok
2025-06-19,Retargeting,CA,TikTok - Retargeting - C01,109952,1645,1163.38,3416.39,TikTok
2025-06-20,Retargeting,CA,TikTok - Retargeting - C01,102478,1707,796.87,2375.6,TikTok
2025-06-21,Retargeting,CA,TikTok - Retargeting - C01,136392,2214,1162.31,2924.92,TikTok
2025-06-22,Retargeting,CA,TikTok - Retargeting - C01,194946,3264,1525.0,4675.58,TikTok
2025-06-23,Retargeting,CA,TikTok - Retargeting - C01,171087,2878,1269.47,4251.21,TikTok
2025-06-24,Retargeting,CA,TikTok - Retargeting - C01,112659,1807,1464.88,4943.29,TikTok
2025-06-25,Retargeting,CA,TikTok - Retargeting - C01,87773,1272,483.97,1577.21,TikTok
2025-06-26,Retargeting,CA,TikTok - Retargeting - C01,132847,2327,513.0,1437.22,TikTok
2025-06-27,Retargeting,CA,TikTok - Retargeting - C01,205584,3181,2346.77,6607.75,TikTok
2025-06-28,Retargeting,CA,TikTok - Retargeting - C01,239289,3856,2201.23,7751.18,TikTok
2025-06-29,Retargeting,CA,TikTok - Retargeting - C01,77794,1248,460.05,1485.67,TikTok
2025-06-30,Retargeting,CA,TikTok - Retargeting - C01,80915,1337,811.1,2677.79,TikTok
2025-07-01,Retargeting,CA,TikTok - Retargeting - C01,157963,2516,860.51,2492.17,TikTok
2025-07-02,Retargeting,CA,TikTok - Retargeting - C01,100764,1569,484.43,1280.85,TikTok
2025-07-03,Retargeting,CA,TikTok - Retargeting - C01,63048,921,619.28,2111.58,TikTok
2025-07-04,Retargeting,CA,TikTok - Retargeting - C01,136891,2231,796.48,2027.29,TikTok
2025-07-05,Retargeting,CA,TikTok - Retargeting - C01,114724,1776,768.73,2679.41,TikTok
2025-07-06,Retargeting,CA,TikTok - Retargeting - C01,191488,2913,1999.8,5083.56,TikTok
2025-07-07,Retargeting,CA,TikTok - Retargeting - C01,105156,1788,629.25,2132.48,TikTok
2025-07-08,Retargeting,CA,TikTok - Retargeting - C01,172685,2510,2011.26,6703.73,TikTok
2025-07-09,Retargeting,CA,TikTok - Retargeting - C01,174818,2927,1842.54,5443.78,TikTok
2025-07-10,Retargeting,CA,TikTok - Retargeting - C01,162960,2359,1450.18,4606.61,TikTok
2025-07-11,Retargeting,CA,TikTok - Retargeting - C01,91659,1472,829.32,2289.43,TikTok
2025-07-12,Retargeting,CA,TikTok - Retargeting - C01,129951,2035,1141.13,3097.88,TikTok
2025-07-13,Retargeting,CA,TikTok - Retargeting - C01,164177,2482,825.08,2666.41,TikTok
2025-07-14,Retargeting,CA,TikTok - Retargeting - C01,126259,2124,1024.17,3472.4,TikTok
2025-07-15,Retargeting,CA,TikTok - Retargeting - C01,81429,1179,885.42,2900.99,TikTok
2025-07-16,Retargeting,CA,TikTok - Retargeting - C01,161920,2791,1942.57,5742.28,TikTok
2025-07-17,Retargeting,CA,TikTok - Retargeting - C01,131231,1905,1436.23,4738.26,TikTok
2025-07-18,Retargeting,CA,TikTok - Retargeting - C01,127568,1843,1480.25,4636.67,TikTok
2025-07-19,Retargeting,CA,TikTok - Retargeting - C01,197149,2900,890.03,2575.3,TikTok
2025-07-20,Retargeting,CA,TikTok - Retargeting - C01,63995,1029,464.87,1451.03,TikTok
2025-07-21,Retargeting,CA,TikTok - Retargeting - C01,164318,2857,1590.0,4720.76,TikTok
2025-07-22,Retargeting,CA,TikTok - Retargeting - C01,66194,978,697.79,2285.33,TikTok
2025-07-23,Retargeting,CA,TikTok - Retargeting - C01,220154,3867,1865.2,6223.6,TikTok
2025-07-24,Retargeting,CA,TikTok - Retargeting - C01,104054,1734,992.87,2706.71,TikTok
2025-07-25,Retargeting,CA,TikTok - Retargeting - C01,181881,3007,1744.61,5255.08,TikTok
2025-07-26,Retargeting,CA,TikTok - Retargeting - C01,165841,2603,1492.86,4433.86,TikTok
2025-07-27,Retargeting,CA,TikTok - Retargeting - C01,190371,3002,1450.52,4510.25,TikTok
2025-07-28,Retargeting,CA,TikTok - Retargeting - C01,121974,2054,1417.21,4474.05,TikTok
2025-07-29,Retargeting,CA,TikTok - Retargeting - C01,181120,2902,1968.49,6102.44,TikTok
2025-07-30,Retargeting,CA,TikTok - Retargeting - C01,230988,3671,1934.41,6709.4,TikTok
2025-07-31,Retargeting,CA,TikTok - Retargeting - C01,225706,3386,1428.65,4067.49,TikTok
2025-08-01,Retargeting,CA,TikTok - Retargeting - C01,124261,2080,859.87,2230.83,TikTok
2025-08-02,Retargeting,CA,TikTok - Retargeting - C01,132636,1955,1489.52,4089.18,TikTok
2025-08-03,Retargeting,CA,TikTok - Retargeting - C01,156241,2722,1071.54,3344.65,TikTok
2025-08-04,Retargeting,CA,TikTok - Retargeting - C01,220371,3582,2634.6,8164.25,TikTok
2025-08-05,Retargeting,CA,TikTok - Retargeting - C01,118580,2042,761.57,2045.17,TikTok
2025-08-06,Retargeting,CA,TikTok - Retargeting - C01,106382,1674,1196.18,3404.19,TikTok
2025-08-07,Retargeting,CA,TikTok - Retargeting - C01,180901,2832,1544.08,4837.59,TikTok
2025-08-08,Retargeting,CA,TikTok - Retargeting - C01,232749,3738,2073.87,6170.16,TikTok
2025-08-09,Retargeting,CA,TikTok - Retargeting - C01,202934,3247,1485.32,4567.26,TikTok
2025-08-10,Retargeting,CA,TikTok - Retargeting - C01,215005,3341,1611.02,4401.59,TikTok
2025-08-11,Retargeting,CA,TikTok - Retargeting - C01,187311,3214,1640.49,4951.36,TikTok
2025-08-12,Retargeting,CA,TikTok - Retargeting - C01,178547,3125,1523.4,4650.63,TikTok
2025-08-13,Retargeting,CA,TikTok - Retargeting - C01,134279,2332,571.2,1537.66,TikTok
2025-08-14,Retargeting,CA,TikTok - Retargeting - C01,146583,2433,1275.52,4005.43,TikTok
2025-08-15,Retargeting,CA,TikTok - Retargeting - C01,116344,1684,496.96,1428.14,TikTok
2025-08-16,Retargeting,CA,TikTok - Retargeting - C01,126797,2063,962.87,3392.52,TikTok
2025-08-17,Retargeting,CA,TikTok - Retargeting - C01,90928,1336,686.91,2162.47,TikTok
2025-08-18,Retargeting,CA,TikTok - Retargeting - C01,100935,1514,389.26,1171.88,TikTok
2025-08-19,Retargeting,CA,TikTok - Retargeting - C01,164143,2523,1690.18,5228.15,TikTok
